"date","home.team","home.score","away.team","away.score"
2015-01-24,"Ath Madrid",3,"Vallecano",1
2015-01-24,"Cordoba",1,"Real Madrid",2
2015-01-24,"Elche",0,"Barcelona",6
2015-01-24,"Sociedad",1,"Eibar",0
2015-01-24,"Villarreal",1,"Levante",0
2015-01-25,"Ath Bilbao",1,"Malaga",1
2015-01-25,"Espanol",3,"Almeria",0
2015-01-25,"La Coruna",2,"Granada",2
2015-01-25,"Valencia",3,"Sevilla",1
2015-01-26,"Getafe",2,"Celta",1
2015-01-30,"Vallecano",1,"La Coruna",2
2015-01-31,"Celta",1,"Cordoba",0
2015-01-31,"Eibar",1,"Ath Madrid",3
2015-01-31,"Granada",1,"Elche",0
2015-01-31,"Real Madrid",4,"Sociedad",1
2015-02-01,"Almeria",1,"Getafe",0
2015-02-01,"Barcelona",3,"Villarreal",2
2015-02-01,"Levante",0,"Ath Bilbao",2
2015-02-01,"Sevilla",3,"Espanol",2
2015-02-02,"Malaga",1,"Valencia",0
2015-02-04,"Real Madrid",2,"Sevilla",1
2015-02-06,"La Coruna",2,"Eibar",0
2015-02-07,"Ath Madrid",4,"Real Madrid",0
2015-02-07,"Levante",4,"Malaga",1
2015-02-07,"Sociedad",1,"Celta",1
2015-02-07,"Villarreal",2,"Granada",0
2015-02-08,"Ath Bilbao",2,"Barcelona",5
2015-02-08,"Cordoba",1,"Almeria",2
2015-02-08,"Espanol",1,"Valencia",2
2015-02-08,"Getafe",2,"Sevilla",1
2015-02-09,"Elche",2,"Vallecano",0
2015-02-13,"Almeria",2,"Sociedad",2
2015-02-14,"Granada",0,"Ath Bilbao",0
2015-02-14,"Malaga",0,"Espanol",2
2015-02-14,"Real Madrid",2,"La Coruna",0
2015-02-14,"Sevilla",3,"Cordoba",0
2015-02-15,"Barcelona",5,"Levante",0
2015-02-15,"Celta",2,"Ath Madrid",0
2015-02-15,"Valencia",1,"Getafe",0
2015-02-15,"Vallecano",2,"Villarreal",0
2015-02-16,"Eibar",0,"Elche",1
2015-02-20,"Getafe",2,"Espanol",1
2015-02-21,"Ath Madrid",3,"Almeria",0
2015-02-21,"Barcelona",0,"Malaga",1
2015-02-21,"Cordoba",1,"Valencia",2
2015-02-21,"La Coruna",0,"Celta",2
2015-02-22,"Ath Bilbao",1,"Vallecano",0
2015-02-22,"Elche",0,"Real Madrid",2
2015-02-22,"Sociedad",4,"Sevilla",3
2015-02-22,"Villarreal",1,"Eibar",0
2015-02-23,"Levante",2,"Granada",1
2015-02-27,"Espanol",1,"Cordoba",0
2015-02-28,"Almeria",0,"La Coruna",0
2015-02-28,"Granada",1,"Barcelona",3
2015-02-28,"Malaga",3,"Getafe",2
2015-02-28,"Vallecano",4,"Levante",2
2015-03-01,"Eibar",0,"Ath Bilbao",1
2015-03-01,"Real Madrid",1,"Villarreal",1
2015-03-01,"Sevilla",0,"Ath Madrid",0
2015-03-01,"Valencia",2,"Sociedad",0
2015-03-02,"Celta",1,"Elche",1
2015-03-06,"Levante",2,"Eibar",1
2015-03-07,"Ath Bilbao",1,"Real Madrid",0
2015-03-07,"Elche",1,"Almeria",0
2015-03-07,"Granada",1,"Malaga",0
2015-03-07,"La Coruna",3,"Sevilla",4
2015-03-08,"Ath Madrid",1,"Valencia",1
2015-03-08,"Barcelona",6,"Vallecano",1
2015-03-08,"Sociedad",1,"Espanol",0
2015-03-08,"Villarreal",4,"Celta",1
2015-03-09,"Cordoba",1,"Getafe",2
2015-03-13,"Valencia",2,"La Coruna",0
2015-03-14,"Celta",1,"Ath Bilbao",2
2015-03-14,"Eibar",0,"Barcelona",2
2015-03-14,"Espanol",0,"Ath Madrid",0
2015-03-14,"Vallecano",3,"Granada",1
2015-03-15,"Almeria",0,"Villarreal",0
2015-03-15,"Malaga",2,"Cordoba",0
2015-03-15,"Real Madrid",2,"Levante",0
2015-03-15,"Sevilla",3,"Elche",0
2015-03-16,"Getafe",0,"Sociedad",1
2015-03-20,"Elche",0,"Valencia",4
2015-03-21,"Ath Bilbao",2,"Almeria",1
2015-03-21,"Ath Madrid",2,"Getafe",0
2015-03-21,"Granada",0,"Eibar",0
2015-03-21,"Levante",0,"Celta",1
2015-03-21,"Vallecano",1,"Malaga",0
2015-03-22,"Barcelona",2,"Real Madrid",1
2015-03-22,"La Coruna",0,"Espanol",0
2015-03-22,"Sociedad",3,"Cordoba",1
2015-03-22,"Villarreal",0,"Sevilla",2
2015-04-03,"Eibar",1,"Vallecano",2
2015-04-04,"Almeria",1,"Levante",4
2015-04-04,"Cordoba",0,"Ath Madrid",2
2015-04-04,"Malaga",1,"Sociedad",1
2015-04-04,"Sevilla",2,"Ath Bilbao",0
2015-04-05,"Celta",0,"Barcelona",1
2015-04-05,"Getafe",2,"La Coruna",1
2015-04-05,"Real Madrid",9,"Granada",1
2015-04-05,"Valencia",0,"Villarreal",0
2015-04-06,"Espanol",1,"Elche",1
2015-04-07,"Ath Madrid",2,"Sociedad",0
2015-04-07,"Eibar",1,"Malaga",0
2015-04-07,"Levante",1,"Sevilla",2
2015-04-08,"Barcelona",4,"Almeria",0
2015-04-08,"Granada",1,"Celta",1
2015-04-08,"La Coruna",1,"Cordoba",1
2015-04-08,"Vallecano",0,"Real Madrid",2
2015-04-09,"Ath Bilbao",1,"Valencia",1
2015-04-09,"Elche",0,"Getafe",1
2015-04-09,"Villarreal",0,"Espanol",3
2015-04-11,"Almeria",3,"Granada",0
2015-04-11,"Celta",6,"Vallecano",1
2015-04-11,"Malaga",2,"Ath Madrid",2
2015-04-11,"Real Madrid",3,"Eibar",0
2015-04-11,"Sevilla",2,"Barcelona",2
2015-04-12,"Cordoba",0,"Elche",2
2015-04-12,"Espanol",1,"Ath Bilbao",0
2015-04-12,"Getafe",1,"Villarreal",1
2015-04-12,"Sociedad",2,"La Coruna",2
2015-04-13,"Valencia",3,"Levante",0
2015-04-17,"Levante",2,"Espanol",2
2015-04-18,"Ath Bilbao",4,"Getafe",0
2015-04-18,"Barcelona",2,"Valencia",0
2015-04-18,"La Coruna",1,"Ath Madrid",2
2015-04-18,"Real Madrid",3,"Malaga",1
2015-04-19,"Eibar",0,"Celta",1
2015-04-19,"Granada",1,"Sevilla",1
2015-04-19,"Vallecano",2,"Almeria",0
2015-04-19,"Villarreal",0,"Cordoba",0
2015-04-20,"Elche",1,"Sociedad",0
2015-04-24,"Cordoba",0,"Ath Bilbao",1
2015-04-25,"Ath Madrid",3,"Elche",0
2015-04-25,"Espanol",0,"Barcelona",2
2015-04-25,"Getafe",0,"Levante",1
2015-04-25,"Sociedad",0,"Villarreal",0
2015-04-26,"Almeria",2,"Eibar",0
2015-04-26,"Celta",2,"Real Madrid",4
2015-04-26,"Malaga",1,"La Coruna",1
2015-04-26,"Sevilla",2,"Vallecano",0
2015-04-27,"Valencia",4,"Granada",0
2015-04-28,"Ath Bilbao",1,"Sociedad",1
2015-04-28,"Barcelona",6,"Getafe",0
2015-04-28,"Levante",1,"Cordoba",0
2015-04-29,"Celta",1,"Malaga",0
2015-04-29,"Eibar",1,"Sevilla",3
2015-04-29,"Elche",4,"La Coruna",0
2015-04-29,"Real Madrid",3,"Almeria",0
2015-04-29,"Villarreal",0,"Ath Madrid",1
2015-04-30,"Granada",1,"Espanol",2
2015-04-30,"Vallecano",1,"Valencia",1
2015-05-01,"Sociedad",3,"Levante",0
2015-05-02,"Ath Madrid",0,"Ath Bilbao",0
2015-05-02,"Cordoba",0,"Barcelona",8
2015-05-02,"La Coruna",1,"Villarreal",1
2015-05-02,"Sevilla",2,"Real Madrid",3
2015-05-03,"Espanol",1,"Vallecano",1
2015-05-03,"Getafe",1,"Granada",2
2015-05-03,"Malaga",1,"Elche",2
2015-05-03,"Valencia",3,"Eibar",1
2015-05-04,"Almeria",2,"Celta",2
2015-05-08,"Eibar",0,"Espanol",2
2015-05-09,"Ath Bilbao",1,"La Coruna",1
2015-05-09,"Barcelona",2,"Sociedad",0
2015-05-09,"Granada",2,"Cordoba",0
2015-05-09,"Real Madrid",2,"Valencia",2
2015-05-10,"Almeria",1,"Malaga",2
2015-05-10,"Celta",1,"Sevilla",1
2015-05-10,"Levante",2,"Ath Madrid",2
2015-05-10,"Villarreal",1,"Elche",0
2015-05-11,"Vallecano",2,"Getafe",0
2015-05-17,"Ath Madrid",0,"Barcelona",1
2015-05-17,"Cordoba",1,"Vallecano",2
2015-05-17,"Elche",2,"Ath Bilbao",3
2015-05-17,"Espanol",1,"Real Madrid",4
2015-05-17,"Getafe",1,"Eibar",1
2015-05-17,"La Coruna",2,"Levante",0
2015-05-17,"Sevilla",2,"Almeria",1
2015-05-17,"Sociedad",0,"Granada",3
2015-05-17,"Valencia",1,"Celta",1
2015-05-17,"Villarreal",2,"Malaga",1
2015-05-23,"Almeria",2,"Valencia",3
2015-05-23,"Ath Bilbao",4,"Villarreal",0
2015-05-23,"Barcelona",2,"La Coruna",2
2015-05-23,"Celta",3,"Espanol",2
2015-05-23,"Eibar",3,"Cordoba",0
2015-05-23,"Granada",0,"Ath Madrid",0
2015-05-23,"Levante",0,"Elche",0
2015-05-23,"Malaga",2,"Sevilla",3
2015-05-23,"Real Madrid",7,"Getafe",3
2015-05-23,"Vallecano",2,"Sociedad",4
2015-08-21,"Malaga",0,"Sevilla",0
2015-08-22,"Ath Madrid",1,"Las Palmas",0
2015-08-22,"Espanol",1,"Getafe",0
2015-08-22,"La Coruna",0,"Sociedad",0
2015-08-22,"Vallecano",0,"Valencia",0
2015-08-23,"Ath Bilbao",0,"Barcelona",1
2015-08-23,"Betis",1,"Villarreal",1
2015-08-23,"Levante",1,"Celta",2
2015-08-23,"Sp Gijon",0,"Real Madrid",0
2015-08-24,"Granada",1,"Eibar",3
2015-08-28,"Villarreal",3,"Espanol",1
2015-08-29,"Barcelona",1,"Malaga",0
2015-08-29,"Celta",3,"Vallecano",0
2015-08-29,"Real Madrid",5,"Betis",0
2015-08-29,"Sociedad",0,"Sp Gijon",0
2015-08-30,"Eibar",2,"Ath Bilbao",0
2015-08-30,"Getafe",1,"Granada",2
2015-08-30,"Las Palmas",0,"Levante",0
2015-08-30,"Sevilla",0,"Ath Madrid",3
2015-08-30,"Valencia",1,"La Coruna",1
2015-09-11,"Levante",1,"Sevilla",1
2015-09-12,"Ath Madrid",1,"Barcelona",2
2015-09-12,"Betis",1,"Sociedad",0
2015-09-12,"Espanol",0,"Real Madrid",6
2015-09-12,"Sp Gijon",0,"Valencia",1
2015-09-13,"Ath Bilbao",3,"Getafe",1
2015-09-13,"Celta",3,"Las Palmas",3
2015-09-13,"Granada",1,"Villarreal",3
2015-09-13,"Malaga",0,"Eibar",0
2015-09-14,"Vallecano",1,"La Coruna",3
2015-09-18,"Getafe",1,"Malaga",0
2015-09-19,"Eibar",0,"Ath Madrid",2
2015-09-19,"Real Madrid",1,"Granada",0
2015-09-19,"Sociedad",2,"Espanol",3
2015-09-19,"Valencia",0,"Betis",0
2015-09-20,"Barcelona",4,"Levante",1
2015-09-20,"La Coruna",2,"Sp Gijon",3
2015-09-20,"Las Palmas",0,"Vallecano",1
2015-09-20,"Sevilla",1,"Celta",2
2015-09-20,"Villarreal",3,"Ath Bilbao",1
2015-09-22,"Ath Madrid",2,"Getafe",0
2015-09-22,"Espanol",1,"Valencia",0
2015-09-22,"Granada",0,"Sociedad",3
2015-09-23,"Ath Bilbao",1,"Real Madrid",2
2015-09-23,"Celta",4,"Barcelona",1
2015-09-23,"Las Palmas",2,"Sevilla",0
2015-09-23,"Levante",2,"Eibar",2
2015-09-23,"Malaga",0,"Villarreal",1
2015-09-23,"Vallecano",2,"Sp Gijon",1
2015-09-24,"Betis",1,"La Coruna",2
2015-09-25,"Valencia",1,"Granada",0
2015-09-26,"Barcelona",2,"Las Palmas",1
2015-09-26,"Eibar",1,"Celta",1
2015-09-26,"Real Madrid",0,"Malaga",0
2015-09-26,"Sevilla",3,"Vallecano",2
2015-09-26,"Villarreal",1,"Ath Madrid",0
2015-09-27,"Getafe",3,"Levante",0
2015-09-27,"La Coruna",3,"Espanol",0
2015-09-27,"Sociedad",0,"Ath Bilbao",0
2015-09-27,"Sp Gijon",1,"Betis",2
2015-10-02,"Celta",0,"Getafe",0
2015-10-03,"Espanol",1,"Sp Gijon",2
2015-10-03,"Granada",1,"La Coruna",1
2015-10-03,"Las Palmas",0,"Eibar",2
2015-10-03,"Malaga",3,"Sociedad",1
2015-10-03,"Sevilla",2,"Barcelona",1
2015-10-04,"Ath Bilbao",3,"Valencia",1
2015-10-04,"Ath Madrid",1,"Real Madrid",1
2015-10-04,"Levante",1,"Villarreal",0
2015-10-04,"Vallecano",0,"Betis",2
2015-10-17,"Barcelona",5,"Vallecano",2
2015-10-17,"Betis",1,"Espanol",3
2015-10-17,"Eibar",1,"Sevilla",1
2015-10-17,"Real Madrid",3,"Levante",0
2015-10-17,"Valencia",3,"Malaga",0
2015-10-18,"Getafe",4,"Las Palmas",0
2015-10-18,"La Coruna",2,"Ath Bilbao",2
2015-10-18,"Sociedad",0,"Ath Madrid",2
2015-10-18,"Villarreal",1,"Celta",2
2015-10-19,"Sp Gijon",3,"Granada",3
2015-10-23,"Vallecano",3,"Espanol",0
2015-10-24,"Celta",1,"Real Madrid",3
2015-10-24,"Granada",1,"Betis",1
2015-10-24,"Malaga",2,"La Coruna",0
2015-10-24,"Sevilla",5,"Getafe",0
2015-10-25,"Ath Madrid",2,"Valencia",1
2015-10-25,"Barcelona",3,"Eibar",1
2015-10-25,"Las Palmas",0,"Villarreal",0
2015-10-25,"Levante",0,"Sociedad",4
2015-10-26,"Ath Bilbao",3,"Sp Gijon",0
2015-10-30,"La Coruna",1,"Ath Madrid",1
2015-10-31,"Getafe",0,"Barcelona",2
2015-10-31,"Real Madrid",3,"Las Palmas",1
2015-10-31,"Sociedad",2,"Celta",3
2015-10-31,"Valencia",3,"Levante",0
2015-10-31,"Villarreal",2,"Sevilla",1
2015-11-01,"Betis",1,"Ath Bilbao",3
2015-11-01,"Eibar",1,"Vallecano",0
2015-11-01,"Espanol",1,"Granada",1
2015-11-01,"Sp Gijon",1,"Malaga",0
2015-11-06,"Las Palmas",2,"Sociedad",0
2015-11-07,"Celta",1,"Valencia",5
2015-11-07,"Eibar",3,"Getafe",1
2015-11-07,"Levante",1,"La Coruna",1
2015-11-07,"Malaga",0,"Betis",1
2015-11-07,"Vallecano",2,"Granada",1
2015-11-08,"Ath Bilbao",2,"Espanol",1
2015-11-08,"Ath Madrid",1,"Sp Gijon",0
2015-11-08,"Barcelona",3,"Villarreal",0
2015-11-08,"Sevilla",3,"Real Madrid",2
2015-11-21,"Espanol",2,"Malaga",0
2015-11-21,"La Coruna",2,"Celta",0
2015-11-21,"Real Madrid",0,"Barcelona",4
2015-11-21,"Sociedad",2,"Sevilla",0
2015-11-21,"Valencia",1,"Las Palmas",1
2015-11-22,"Betis",0,"Ath Madrid",1
2015-11-22,"Granada",2,"Ath Bilbao",0
2015-11-22,"Sp Gijon",0,"Levante",3
2015-11-22,"Villarreal",1,"Eibar",1
2015-11-23,"Getafe",1,"Vallecano",1
2015-11-27,"Levante",0,"Betis",1
2015-11-28,"Ath Madrid",1,"Espanol",0
2015-11-28,"Barcelona",4,"Sociedad",0
2015-11-28,"Celta",2,"Sp Gijon",1
2015-11-28,"Las Palmas",0,"La Coruna",2
2015-11-28,"Malaga",2,"Granada",2
2015-11-29,"Eibar",0,"Real Madrid",2
2015-11-29,"Getafe",2,"Villarreal",0
2015-11-29,"Sevilla",1,"Valencia",0
2015-11-29,"Vallecano",0,"Ath Bilbao",3
2015-12-05,"Betis",1,"Celta",1
2015-12-05,"Granada",0,"Ath Madrid",2
2015-12-05,"La Coruna",1,"Sevilla",1
2015-12-05,"Real Madrid",4,"Getafe",1
2015-12-05,"Valencia",1,"Barcelona",1
2015-12-06,"Ath Bilbao",0,"Malaga",0
2015-12-06,"Sociedad",2,"Eibar",1
2015-12-06,"Sp Gijon",3,"Las Palmas",1
2015-12-06,"Villarreal",2,"Vallecano",1
2015-12-07,"Espanol",1,"Levante",1
2015-12-11,"Getafe",1,"Sociedad",1
2015-12-12,"Barcelona",2,"La Coruna",2
2015-12-12,"Celta",1,"Espanol",0
2015-12-12,"Las Palmas",1,"Betis",0
2015-12-12,"Levante",1,"Granada",2
2015-12-12,"Sevilla",2,"Sp Gijon",0
2015-12-13,"Ath Madrid",2,"Ath Bilbao",1
2015-12-13,"Eibar",1,"Valencia",1
2015-12-13,"Vallecano",1,"Malaga",2
2015-12-13,"Villarreal",1,"Real Madrid",0
2015-12-19,"Betis",0,"Sevilla",0
2015-12-19,"Espanol",1,"Las Palmas",0
2015-12-19,"La Coruna",2,"Eibar",0
2015-12-19,"Valencia",2,"Getafe",2
2015-12-20,"Ath Bilbao",2,"Levante",0
2015-12-20,"Granada",0,"Celta",2
2015-12-20,"Malaga",1,"Ath Madrid",0
2015-12-20,"Real Madrid",10,"Vallecano",2
2015-12-20,"Sociedad",0,"Villarreal",2
2015-12-30,"Barcelona",4,"Betis",0
2015-12-30,"Celta",0,"Ath Bilbao",1
2015-12-30,"Eibar",2,"Sp Gijon",0
2015-12-30,"Getafe",0,"La Coruna",0
2015-12-30,"Las Palmas",4,"Granada",1
2015-12-30,"Levante",0,"Malaga",1
2015-12-30,"Real Madrid",3,"Sociedad",1
2015-12-30,"Sevilla",2,"Espanol",0
2015-12-30,"Vallecano",0,"Ath Madrid",2
2015-12-31,"Villarreal",1,"Valencia",0
2016-01-02,"Ath Madrid",1,"Levante",0
2016-01-02,"Espanol",0,"Barcelona",0
2016-01-02,"Malaga",2,"Celta",0
2016-01-03,"Ath Bilbao",2,"Las Palmas",2
2016-01-03,"Betis",0,"Eibar",4
2016-01-03,"Granada",2,"Sevilla",1
2016-01-03,"La Coruna",1,"Villarreal",2
2016-01-03,"Valencia",2,"Real Madrid",2
2016-01-03,"Vallecano",2,"Sociedad",2
2016-01-04,"Sp Gijon",1,"Getafe",2
2016-01-09,"Barcelona",4,"Granada",0
2016-01-09,"Getafe",1,"Betis",0
2016-01-09,"Levante",2,"Vallecano",1
2016-01-09,"Real Madrid",5,"La Coruna",0
2016-01-09,"Sevilla",2,"Ath Bilbao",0
2016-01-10,"Celta",0,"Ath Madrid",2
2016-01-10,"Eibar",2,"Espanol",1
2016-01-10,"Las Palmas",1,"Malaga",1
2016-01-10,"Sociedad",2,"Valencia",0
2016-01-10,"Villarreal",2,"Sp Gijon",0
2016-01-16,"Celta",4,"Levante",3
2016-01-16,"Sevilla",2,"Malaga",1
2016-01-16,"Sociedad",1,"La Coruna",1
2016-01-16,"Villarreal",0,"Betis",0
2016-01-17,"Barcelona",6,"Ath Bilbao",0
2016-01-17,"Getafe",3,"Espanol",1
2016-01-17,"Las Palmas",0,"Ath Madrid",3
2016-01-17,"Real Madrid",5,"Sp Gijon",1
2016-01-17,"Valencia",2,"Vallecano",2
2016-01-18,"Eibar",5,"Granada",1
2016-01-22,"Sp Gijon",5,"Sociedad",1
2016-01-23,"Espanol",2,"Villarreal",2
2016-01-23,"Granada",3,"Getafe",2
2016-01-23,"Malaga",1,"Barcelona",2
2016-01-23,"Vallecano",3,"Celta",0
2016-01-24,"Ath Bilbao",5,"Eibar",2
2016-01-24,"Ath Madrid",0,"Sevilla",0
2016-01-24,"Betis",1,"Real Madrid",1
2016-01-24,"La Coruna",1,"Valencia",1
2016-01-25,"Levante",3,"Las Palmas",2
2016-01-30,"Barcelona",2,"Ath Madrid",1
2016-01-30,"Eibar",1,"Malaga",2
2016-01-30,"Getafe",0,"Ath Bilbao",1
2016-01-30,"Sociedad",2,"Betis",1
2016-01-30,"Villarreal",1,"Granada",0
2016-01-31,"Las Palmas",2,"Celta",1
2016-01-31,"Real Madrid",6,"Espanol",0
2016-01-31,"Sevilla",3,"Levante",1
2016-01-31,"Valencia",0,"Sp Gijon",1
2016-02-01,"La Coruna",2,"Vallecano",2
2016-02-05,"Malaga",3,"Getafe",0
2016-02-06,"Ath Bilbao",0,"Villarreal",0
2016-02-06,"Ath Madrid",3,"Eibar",1
2016-02-06,"Sp Gijon",1,"La Coruna",1
2016-02-06,"Vallecano",2,"Las Palmas",0
2016-02-07,"Betis",1,"Valencia",0
2016-02-07,"Celta",1,"Sevilla",1
2016-02-07,"Granada",1,"Real Madrid",2
2016-02-07,"Levante",0,"Barcelona",2
2016-02-08,"Espanol",0,"Sociedad",5
2016-02-12,"Sp Gijon",2,"Vallecano",2
2016-02-13,"La Coruna",2,"Betis",2
2016-02-13,"Real Madrid",4,"Ath Bilbao",2
2016-02-13,"Valencia",2,"Espanol",1
2016-02-13,"Villarreal",1,"Malaga",0
2016-02-14,"Barcelona",6,"Celta",1
2016-02-14,"Eibar",2,"Levante",0
2016-02-14,"Getafe",0,"Ath Madrid",1
2016-02-14,"Sevilla",2,"Las Palmas",0
2016-02-14,"Sociedad",3,"Granada",0
2016-02-17,"Sp Gijon",1,"Barcelona",3
2016-02-19,"Levante",3,"Getafe",0
2016-02-20,"Betis",1,"Sp Gijon",1
2016-02-20,"Celta",3,"Eibar",2
2016-02-20,"Espanol",1,"La Coruna",0
2016-02-20,"Las Palmas",1,"Barcelona",2
2016-02-21,"Ath Bilbao",0,"Sociedad",1
2016-02-21,"Ath Madrid",0,"Villarreal",0
2016-02-21,"Granada",1,"Valencia",2
2016-02-21,"Malaga",1,"Real Madrid",1
2016-02-21,"Vallecano",2,"Sevilla",2
2016-02-26,"Eibar",0,"Las Palmas",1
2016-02-27,"Betis",2,"Vallecano",2
2016-02-27,"Getafe",0,"Celta",1
2016-02-27,"Real Madrid",0,"Ath Madrid",1
2016-02-27,"Sociedad",1,"Malaga",1
2016-02-27,"Sp Gijon",2,"Espanol",4
2016-02-28,"Barcelona",2,"Sevilla",1
2016-02-28,"La Coruna",0,"Granada",1
2016-02-28,"Valencia",0,"Ath Bilbao",3
2016-02-28,"Villarreal",3,"Levante",0
2016-03-01,"Ath Madrid",3,"Sociedad",0
2016-03-01,"Las Palmas",4,"Getafe",0
2016-03-02,"Ath Bilbao",4,"La Coruna",1
2016-03-02,"Celta",0,"Villarreal",0
2016-03-02,"Levante",1,"Real Madrid",3
2016-03-02,"Malaga",1,"Valencia",2
2016-03-02,"Sevilla",1,"Eibar",0
2016-03-03,"Espanol",0,"Betis",3
2016-03-03,"Granada",2,"Sp Gijon",0
2016-03-03,"Vallecano",1,"Barcelona",5
2016-03-05,"Getafe",1,"Sevilla",1
2016-03-05,"La Coruna",3,"Malaga",3
2016-03-05,"Real Madrid",7,"Celta",1
2016-03-05,"Villarreal",0,"Las Palmas",1
2016-03-06,"Betis",2,"Granada",0
2016-03-06,"Eibar",0,"Barcelona",4
2016-03-06,"Sociedad",1,"Levante",1
2016-03-06,"Sp Gijon",0,"Ath Bilbao",2
2016-03-06,"Valencia",1,"Ath Madrid",3
2016-03-07,"Espanol",2,"Vallecano",1
2016-03-11,"Malaga",1,"Sp Gijon",0
2016-03-12,"Ath Madrid",3,"La Coruna",0
2016-03-12,"Barcelona",6,"Getafe",0
2016-03-12,"Celta",1,"Sociedad",0
2016-03-12,"Vallecano",1,"Eibar",1
2016-03-13,"Ath Bilbao",3,"Betis",1
2016-03-13,"Las Palmas",1,"Real Madrid",2
2016-03-13,"Levante",1,"Valencia",0
2016-03-13,"Sevilla",4,"Villarreal",2
2016-03-14,"Granada",1,"Espanol",1
2016-03-18,"Getafe",1,"Eibar",1
2016-03-19,"Betis",0,"Malaga",1
2016-03-19,"Granada",2,"Vallecano",2
2016-03-19,"La Coruna",2,"Levante",1
2016-03-19,"Sociedad",0,"Las Palmas",1
2016-03-19,"Sp Gijon",2,"Ath Madrid",1
2016-03-20,"Espanol",2,"Ath Bilbao",1
2016-03-20,"Real Madrid",4,"Sevilla",0
2016-03-20,"Valencia",0,"Celta",2
2016-03-20,"Villarreal",2,"Barcelona",2
2016-04-01,"Vallecano",2,"Getafe",0
2016-04-02,"Ath Madrid",5,"Betis",1
2016-04-02,"Barcelona",1,"Real Madrid",2
2016-04-02,"Celta",1,"La Coruna",1
2016-04-02,"Las Palmas",2,"Valencia",1
2016-04-03,"Ath Bilbao",1,"Granada",1
2016-04-03,"Eibar",1,"Villarreal",2
2016-04-03,"Malaga",1,"Espanol",1
2016-04-03,"Sevilla",1,"Sociedad",2
2016-04-04,"Levante",0,"Sp Gijon",0
2016-04-08,"Granada",0,"Malaga",0
2016-04-09,"Betis",1,"Levante",0
2016-04-09,"Espanol",1,"Ath Madrid",3
2016-04-09,"Real Madrid",4,"Eibar",0
2016-04-09,"Sociedad",1,"Barcelona",0
2016-04-10,"Ath Bilbao",1,"Vallecano",0
2016-04-10,"Sp Gijon",0,"Celta",1
2016-04-10,"Valencia",2,"Sevilla",1
2016-04-10,"Villarreal",2,"Getafe",0
2016-04-11,"La Coruna",1,"Las Palmas",3
2016-04-15,"Levante",2,"Espanol",1
2016-04-16,"Celta",1,"Betis",1
2016-04-16,"Eibar",2,"Sociedad",1
2016-04-16,"Getafe",1,"Real Madrid",5
2016-04-16,"Las Palmas",1,"Sp Gijon",1
2016-04-17,"Ath Madrid",3,"Granada",0
2016-04-17,"Barcelona",1,"Valencia",2
2016-04-17,"Malaga",0,"Ath Bilbao",1
2016-04-17,"Sevilla",1,"La Coruna",1
2016-04-17,"Vallecano",2,"Villarreal",1
2016-04-19,"Betis",1,"Las Palmas",0
2016-04-19,"Espanol",1,"Celta",1
2016-04-20,"Ath Bilbao",0,"Ath Madrid",1
2016-04-20,"La Coruna",0,"Barcelona",8
2016-04-20,"Malaga",1,"Vallecano",1
2016-04-20,"Real Madrid",3,"Villarreal",0
2016-04-20,"Sp Gijon",2,"Sevilla",1
2016-04-20,"Valencia",4,"Eibar",0
2016-04-21,"Granada",5,"Levante",1
2016-04-21,"Sociedad",1,"Getafe",2
2016-04-22,"Las Palmas",4,"Espanol",0
2016-04-23,"Ath Madrid",1,"Malaga",0
2016-04-23,"Barcelona",6,"Sp Gijon",0
2016-04-23,"Eibar",1,"La Coruna",1
2016-04-23,"Vallecano",2,"Real Madrid",3
2016-04-24,"Getafe",2,"Valencia",2
2016-04-24,"Levante",2,"Ath Bilbao",2
2016-04-24,"Sevilla",2,"Betis",0
2016-04-24,"Villarreal",0,"Sociedad",0
2016-04-25,"Celta",2,"Granada",1
2016-04-29,"Sp Gijon",2,"Eibar",0
2016-04-30,"Ath Madrid",1,"Vallecano",0
2016-04-30,"Betis",0,"Barcelona",2
2016-04-30,"Granada",3,"Las Palmas",2
2016-04-30,"Sociedad",0,"Real Madrid",1
2016-05-01,"Ath Bilbao",2,"Celta",1
2016-05-01,"Espanol",1,"Sevilla",0
2016-05-01,"La Coruna",0,"Getafe",2
2016-05-01,"Valencia",0,"Villarreal",2
2016-05-02,"Malaga",3,"Levante",1
2016-05-08,"Barcelona",5,"Espanol",0
2016-05-08,"Celta",1,"Malaga",0
2016-05-08,"Eibar",1,"Betis",1
2016-05-08,"Getafe",1,"Sp Gijon",1
2016-05-08,"Las Palmas",0,"Ath Bilbao",0
2016-05-08,"Levante",2,"Ath Madrid",1
2016-05-08,"Real Madrid",3,"Valencia",2
2016-05-08,"Sevilla",1,"Granada",4
2016-05-08,"Sociedad",2,"Vallecano",1
2016-05-08,"Villarreal",0,"La Coruna",2
2016-05-13,"Valencia",0,"Sociedad",1
2016-05-14,"Ath Bilbao",3,"Sevilla",1
2016-05-14,"Ath Madrid",2,"Celta",0
2016-05-14,"Granada",0,"Barcelona",3
2016-05-14,"La Coruna",0,"Real Madrid",2
2016-05-15,"Betis",2,"Getafe",1
2016-05-15,"Espanol",4,"Eibar",2
2016-05-15,"Malaga",4,"Las Palmas",1
2016-05-15,"Sp Gijon",2,"Villarreal",0
2016-05-15,"Vallecano",3,"Levante",1
